"filename", "language", "Lua", "XML", "Batch", "Python", "comment", "blank", "total"
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\12.scarred womb.xml", "XML", 0, 22063, 0, 0, 0, 1, 22064
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\13.blue womb.lua", "Lua", 6862, 0, 0, 0, 0, 1, 6863
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\13.blue womb.xml", "XML", 0, 6862, 0, 0, 0, 1, 6863
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\14.sheol.lua", "Lua", 12277, 0, 0, 0, 0, 1, 12278
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\14.sheol.xml", "XML", 0, 12277, 0, 0, 0, 1, 12278
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\15.cathedral.lua", "Lua", 7704, 0, 0, 0, 0, 1, 7705
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\15.cathedral.xml", "XML", 0, 7704, 0, 0, 0, 1, 7705
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\16.dark room.lua", "Lua", 2960, 0, 0, 0, 0, 1, 2961
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\16.dark room.xml", "XML", 0, 2960, 0, 0, 0, 1, 2961
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\17.chest.lua", "Lua", 3020, 0, 0, 0, 0, 1, 3021
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\17.chest.xml", "XML", 0, 3020, 0, 0, 0, 1, 3021
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\27.downpour.lua", "Lua", 39633, 0, 0, 0, 0, 1, 39634
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\27.downpour.xml", "XML", 0, 39633, 0, 0, 0, 1, 39634
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\28.dross.lua", "Lua", 26041, 0, 0, 0, 0, 1, 26042
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\28.dross.xml", "XML", 0, 26041, 0, 0, 0, 1, 26042
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\29.mines.lua", "Lua", 23487, 0, 0, 0, 0, 1, 23488
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\29.mines.xml", "XML", 0, 23487, 0, 0, 0, 1, 23488
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\30.ashpit.lua", "Lua", 24256, 0, 0, 0, 0, 1, 24257
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\30.ashpit.xml", "XML", 0, 24256, 0, 0, 0, 1, 24257
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\31.mausoleum.lua", "Lua", 20548, 0, 0, 0, 0, 1, 20549
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\31.mausoleum.xml", "XML", 0, 20548, 0, 0, 0, 1, 20549
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\32.gehenna.lua", "Lua", 20563, 0, 0, 0, 0, 1, 20564
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\32.gehenna.xml", "XML", 0, 20563, 0, 0, 0, 1, 20564
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\33.corpse.lua", "Lua", 21205, 0, 0, 0, 0, 1, 21206
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\33.corpse.xml", "XML", 0, 21205, 0, 0, 0, 1, 21206
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\greed\00.special rooms.lua", "Lua", 25466, 0, 0, 0, 0, 1, 25467
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\greed\00.special rooms.xml", "XML", 0, 25466, 0, 0, 0, 1, 25467
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\greed\01.basement.lua", "Lua", 839, 0, 0, 0, 0, 1, 840
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\greed\01.basement.xml", "XML", 0, 839, 0, 0, 0, 1, 840
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\greed\02.cellar.xml", "XML", 0, 839, 0, 0, 0, 1, 840
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\rooms\greed\03.burning basement.xml", "XML", 0, 839, 0, 0, 0, 1, 840
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\shaders.xml", "XML", 0, 149, 0, 0, 0, 18, 167
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\content\sounds.xml", "XML", 0, 35, 0, 0, 0, 0, 35
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\main.lua", "Lua", 1497, 0, 0, 0, 186, 327, 2010
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\metadata.xml", "XML", 0, 68, 0, 0, 0, 7, 75
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\fxlayers_deobf.xml", "XML", 0, 409, 0, 0, 54, 1, 464
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\0.1_hostess_cluster.anm2", "XML", 0, 69, 0, 0, 0, 1, 70
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\006.018_rotten beggar.anm2", "XML", 0, 212, 0, 0, 0, 1, 213
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\084.010_satan stomp.anm2", "XML", 0, 116, 0, 0, 0, 1, 117
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\0_nerve_cluster.anm2", "XML", 0, 69, 0, 0, 0, 1, 70
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\1000.141_smoke cloud.anm2", "XML", 0, 33, 0, 0, 0, 1, 34
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\100_sunken.anm2", "XML", 0, 286, 0, 0, 0, 1, 287
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\101_ludomaw.anm2", "XML", 0, 132, 0, 0, 0, 1, 133
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\101_ludomaw_new.anm2", "XML", 0, 386, 0, 0, 0, 1, 387
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\102.1_hostess_tendril.anm2", "XML", 0, 66, 0, 0, 0, 1, 67
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\102_hostess.anm2", "XML", 0, 1030, 0, 0, 0, 1, 1031
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\103_mega_cyst.anm2", "XML", 0, 175, 0, 0, 0, 1, 176
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\104_small_furnace_guard.anm2", "XML", 0, 353, 0, 0, 0, 1, 354
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\105_demon_priest.anm2", "XML", 0, 425, 0, 0, 0, 1, 426
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\106_marketman.anm2", "XML", 0, 41, 0, 0, 0, 1, 42
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\107_mimic_worm.anm2", "XML", 0, 400, 0, 0, 0, 1, 401
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\108.2_skeletal_orb.anm2", "XML", 0, 110, 0, 0, 0, 1, 111
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\108_callofthevoid.anm2", "XML", 0, 516, 0, 0, 0, 1, 517
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\109.1_bubble.anm2", "XML", 0, 160, 0, 0, 0, 1, 161
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\109.2_toxic_bubble.anm2", "XML", 0, 160, 0, 0, 0, 1, 161
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\109_bubbly_plum.anm2", "XML", 0, 773, 0, 0, 0, 1, 774
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\10_fetal_baby.anm2", "XML", 0, 169, 0, 0, 0, 1, 170
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\110_megaworm.anm2", "XML", 0, 236, 0, 0, 0, 1, 237
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\111_blight_fly.anm2", "XML", 0, 1083, 0, 0, 0, 1, 1084
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\112_bowl_play.anm2", "XML", 0, 514, 0, 0, 0, 1, 515
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\113.1_outbreak_spider.anm2", "XML", 0, 114, 0, 0, 0, 1, 115
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\113_outbreak.anm2", "XML", 0, 396, 0, 0, 0, 1, 397
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\114_bulge_bat.anm2", "XML", 0, 409, 0, 0, 0, 1, 410
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\115_brazier.anm2", "XML", 0, 381, 0, 0, 0, 1, 382
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\116_error.anm2", "XML", 0, 176, 0, 0, 0, 1, 177
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\11_slammer.anm2", "XML", 0, 153, 0, 0, 0, 1, 154
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\121_candle.anm2", "XML", 0, 275, 0, 0, 0, 1, 276
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\121_the_ritual.anm2", "XML", 0, 989, 0, 0, 0, 1, 990
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\122_the_sacred_soul.anm2", "XML", 0, 299, 0, 0, 0, 1, 300
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\123_the_sacred_mind.anm2", "XML", 0, 283, 0, 0, 0, 1, 284
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\124_the_sacred_body.anm2", "XML", 0, 281, 0, 0, 0, 1, 282
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\125_souleater.anm2", "XML", 0, 623, 0, 0, 0, 1, 624
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\125_the_souleater.anm2", "XML", 0, 258, 0, 0, 0, 1, 259
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\126.1_small_furnace_guard.anm2", "XML", 0, 351, 0, 0, 0, 1, 352
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\126_furnace_guard.anm2", "XML", 0, 201, 0, 0, 0, 1, 202
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\127_grand_marshall.anm2", "XML", 0, 740, 0, 0, 0, 1, 741
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\128_itbreathes.anm2", "XML", 0, 332, 0, 0, 0, 1, 333
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\129_blooduriel.anm2", "XML", 0, 601, 0, 0, 0, 1, 602
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\12_planter.anm2", "XML", 0, 109, 0, 0, 0, 1, 110
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\130_bloodgabriel.anm2", "XML", 0, 763, 0, 0, 0, 1, 764
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\131_bathemo.anm2", "XML", 0, 80, 0, 0, 0, 1, 81
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\131_bathemo_big.anm2", "XML", 0, 234, 0, 0, 0, 1, 235
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\131_bathemo_swarm.anm2", "XML", 0, 162, 0, 0, 0, 1, 163
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\13_big_dipper.anm2", "XML", 0, 181, 0, 0, 0, 1, 182
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\14_barf.anm2", "XML", 0, 109, 0, 0, 0, 1, 110
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\14_barfer.anm2", "XML", 0, 125, 0, 0, 0, 1, 126
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\150_adramolech.anm2", "XML", 0, 199, 0, 0, 0, 1, 200
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\152_lucifer.anm2", "XML", 0, 215, 0, 0, 0, 1, 216
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\153_skeletal_angel.anm2", "XML", 0, 1526, 0, 0, 0, 1, 1527
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\153_skeletal_angel_new.anm2", "XML", 0, 2133, 0, 0, 0, 1, 2134
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\154_skeletal_soul.anm2", "XML", 0, 585, 0, 0, 0, 1, 586
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\15_dial.anm2", "XML", 0, 215, 0, 0, 0, 1, 216
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\16_guarded.anm2", "XML", 0, 567, 0, 0, 0, 1, 568
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\17_silent.anm2", "XML", 0, 154, 0, 0, 0, 1, 155
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\18_teether.anm2", "XML", 0, 108, 0, 0, 0, 1, 109
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\19_hover.anm2", "XML", 0, 173, 0, 0, 0, 1, 174
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\1_guardian_angel.anm2", "XML", 0, 156, 0, 0, 0, 1, 157
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\2.1_fright.anm2", "XML", 0, 135, 0, 0, 0, 1, 136
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\resources\gfx\202_ivory_portal.anm2", "XML", 0, 60, 0, 0, 0, 1, 61
